Timestamp,IBEX SpotPrice (EUR/MWh),Consumption (kWh),ChargingPowerRegulation (kW),DischargingPowerRegulation (kW),EnergyLevel (kWh),PV Production (kWh),ActualSolarIrradiation (W/m^2),ActualTemperature (?)
20.10.2019 20:45,0.0295,48.81,0,0,98.892,0,0,15.55
20.10.2019 21:00,0.02952,48.091,0,0,98.892,0,0,15.48
20.10.2019 21:15,0.02952,47.147,0,0,98.892,0,0,15.49
20.10.2019 21:30,0.02952,46.437,0,0,98.892,0,0,15.52
20.10.2019 21:45,0.02952,46.138,0,0,97.887,0,0,15.53
20.10.2019 22:00,0.02859,62.568,70.25714286,0,97.887,0,0,15.47
20.10.2019 22:15,0.02859,69.888,180,0,111.756,0,0,15.33
20.10.2019 22:30,0.02859,51.019,180,0,130.248,0,0,15.14
20.10.2019 22:45,0.02859,48.223,119.2730512,0,133.866,0,0,14.94
20.10.2019 23:00,0.03355,46.586,104.7688196,0,133.866,0,0,14.76
20.10.2019 23:15,0.03355,52.877,104.7688196,0,133.866,0,0,14.63
20.10.2019 23:30,0.03355,61.156,104.7688196,0,133.866,0,0,14.54
20.10.2019 23:45,0.03355,62.208,104.7688196,0,133.866,0,0,14.51
21.10.2019 00:00,0.05098,58.923,0,0,133.866,0,0,14.53
21.10.2019 00:15,0.05098,60.81,104.7688196,0,133.866,0,0,14.61
21.10.2019 00:30,0.05098,59.155,104.7688196,0,133.866,0.004,5,14.75
21.10.2019 00:45,0.05098,54.371,104.7688196,0,133.866,0.072,18,14.95
21.10.2019 01:00,0.06699,55.342,0,0,133.866,0.172,39,15.22
21.10.2019 01:15,0.06699,58.551,0,0,133.866,0.271,58,15.53
21.10.2019 01:30,0.06699,58.608,0,0,133.866,0.399,76,15.86
21.10.2019 01:45,0.06699,61.098,0,0,133.866,0.769,95,16.18
21.10.2019 02:00,0.06699,58.011,0,0,133.866,0.8,111,16.46
21.10.2019 02:15,0.06699,58.861,0,0,133.866,0.771,130,16.7
21.10.2019 02:30,0.06699,57.136,0,0,133.866,0.932,151,16.9
21.10.2019 02:45,0.06699,61.597,0,0,133.866,1.166,175,17.07
21.10.2019 03:00,0.06398,58.114,0,0,133.866,1.246,213,17.24
21.10.2019 03:15,0.06398,53.131,0,0,133.866,1.891,244,17.42
21.10.2019 03:30,0.06398,50.609,0,0,133.866,2.295,276,17.6
21.10.2019 03:45,0.06398,49.613,0,0,133.866,2.499,306,17.8
21.10.2019 04:00,0.0619,47.305,0,0,133.866,2.186,343,18.01
21.10.2019 04:15,0.0619,46.4,0,0,133.866,1.689,365,18.24
21.10.2019 04:30,0.0619,43.68,0,0,133.866,1.646,381,18.45
21.10.2019 04:45,0.0619,45.459,0,0,133.866,1.842,388,18.62
21.10.2019 05:00,0.05498,39.459,0,0,133.866,2.416,368,18.73
21.10.2019 05:15,0.05498,38.604,104.7688196,0,133.866,3.212,366,18.78
21.10.2019 05:30,0.05498,41.532,104.7688196,0,133.866,3.322,365,18.79
21.10.2019 05:45,0.05498,40.472,104.7688196,0,133.866,3.292,369,18.77
21.10.2019 06:00,0.05659,40.427,0,0,133.866,3.298,386,18.76
21.10.2019 06:15,0.05659,40.353,104.7688196,0,133.866,3.22,395,18.75
21.10.2019 06:30,0.05659,37.979,104.7688196,0,133.866,3.106,402,18.76
21.10.2019 06:45,0.05659,38.735,104.7688196,0,133.866,2.925,406,18.76
21.10.2019 07:00,0.06187,39.192,0,0,133.866,2.699,421,18.78
21.10.2019 07:15,0.06187,37.474,0,0,133.866,2.529,412,18.78
21.10.2019 07:30,0.06187,38.592,104.7688196,0,133.866,2.268,394,18.75
21.10.2019 07:45,0.06187,39.704,104.7688196,0,133.866,2.022,364,18.66
21.10.2019 08:00,0.06188,45.684,0,0,133.866,1.823,301,18.51
21.10.2019 08:15,0.06188,45,0,0,133.866,1.663,271,18.28
21.10.2019 08:30,0.06188,49.209,104.7688196,0,133.866,1.332,247,18.03
21.10.2019 08:45,0.06188,49.037,104.7688196,0,133.866,1.132,229,17.78
21.10.2019 09:00,0.06191,51.974,0,0,133.866,0.618,237,17.58
21.10.2019 09:15,0.06191,52.336,104.7688196,0,133.866,0.432,217,17.43
21.10.2019 09:30,0.06191,52.734,104.7688196,0,133.866,0.365,191,17.29
21.10.2019 09:45,0.06191,52.656,104.7688196,0,133.866,0.34,159,17.13
21.10.2019 10:00,0.06699,50.793,0,0,133.866,0.303,123,16.93
21.10.2019 10:15,0.06699,49.552,0,0,133.866,0.262,88,16.67
21.10.2019 10:30,0.06699,52.679,104.7688196,0,133.866,0.209,56,16.35
21.10.2019 10:45,0.06699,51.957,104.7688196,0,133.866,0.118,28,15.97
21.10.2019 11:00,0.06701,52.584,0,0,133.866,0.044,5,15.55
21.10.2019 11:15,0.06701,52.078,104.7688196,0,133.866,0.002,0,15.1
21.10.2019 11:30,0.06701,56.057,104.7688196,0,133.866,0,0,14.67
21.10.2019 11:45,0.06701,54.078,104.7688196,0,133.866,0,0,14.31
21.10.2019 12:00,0.10216,19.133,0,180,133.866,0,0,14.05
21.10.2019 12:15,0.10216,44.684,0,31.15472,100.902,0,0,13.89
21.10.2019 12:30,0.10216,32.822,0,81.93584,93.867,0,0,13.79
21.10.2019 12:45,0.10216,39.867,0,54.35864,75.777,0,0,13.7
21.10.2019 13:00,0.07151,55.05,17.23673469,0,63.918,0,0,13.59
21.10.2019 13:15,0.07151,64.899,65.64081633,0,67.134,0,0,13.45
21.10.2019 13:30,0.07151,63.429,52.51428571,0,80.601,0,0,13.32
21.10.2019 13:45,0.07151,49.712,0,2.35592,91.455,0,0,13.26
21.10.2019 14:00,0.067,52,0,0,91.053,0,0,13.31
21.10.2019 14:15,0.067,50.583,0,0,91.053,0,0,13.46
21.10.2019 14:30,0.067,51.7,0,0,91.053,0,0,13.68
21.10.2019 14:45,0.067,50.945,0,0,91.053,0,0,13.92
21.10.2019 15:00,0.06698,50.946,0,0,91.053,0,0,14.13
21.10.2019 15:15,0.06698,44.872,0,0,91.053,0,0,14.29
21.10.2019 15:30,0.06698,46.179,0,0,90.852,0,0,14.4
21.10.2019 15:45,0.06698,46.723,0,0,90.852,0,0,14.45
21.10.2019 16:00,0.06188,45.487,0,0,90.852,0,0,14.44
21.10.2019 16:15,0.06188,42.943,0,0,90.852,0,0,14.37
21.10.2019 16:30,0.06188,46.046,0,0,90.852,0,0,14.25
21.10.2019 16:45,0.06188,46.253,0,0,90.852,0,0,14.07
21.10.2019 17:00,0.04866,45.232,0,0,90.852,0,0,13.83
21.10.2019 17:15,0.04866,46.281,0,0,90.852,0,0,13.55
21.10.2019 17:30,0.04866,45.875,0,0,90.852,0,0,13.25
21.10.2019 17:45,0.04866,46.375,0,0,90.852,0,0,12.93
21.10.2019 18:00,0.04628,44.278,0,0,90.852,0,0,12.6
21.10.2019 18:15,0.04628,42.717,0,0,90.852,0,0,12.3
21.10.2019 18:30,0.04628,44.8,0,0,90.852,0,0,12.02
21.10.2019 18:45,0.04628,44.505,0,0,90.651,0,0,11.78
21.10.2019 19:00,0.0448,44.951,0,0,90.651,0,0,11.6
21.10.2019 19:15,0.0448,45.271,0,0,90.651,0,0,11.47
21.10.2019 19:30,0.0448,45.684,0,0,90.651,0,0,11.38
21.10.2019 19:45,0.0448,44.673,0,0,90.651,0,0,11.3
21.10.2019 20:00,0.03892,65.887,99.79183673,0,90.651,0,0,12.6
21.10.2019 20:15,0.03892,68.227,180,0,109.746,0,0,12.47
21.10.2019 20:30,0.03892,48.061,180,0,130.248,0,0,12.35
21.10.2019 20:45,0.03892,46.829,119.2730512,0,133.866,0,0,12.24
21.10.2019 21:00,0.03908,44.432,0,0,133.866,0,0,12.14
21.10.2019 21:15,0.03908,45.087,104.7688196,0,133.866,0,0,12.07
21.10.2019 21:30,0.03908,45.405,104.7688196,0,133.866,0,0,12.02
21.10.2019 21:45,0.03908,44.362,104.7688196,0,133.866,0,0,12
21.10.2019 22:00,0.04336,42.694,0,0,133.866,0,0,12.01
21.10.2019 22:15,0.04336,43.965,0,0,133.866,0,0,12.03
21.10.2019 22:30,0.04336,45.022,0,0,133.866,0,0,12.06
21.10.2019 22:45,0.04336,44.498,0,0,133.866,0,0,12.07
21.10.2019 23:00,0.05021,44.456,0,0,133.866,0,0,12.05
21.10.2019 23:15,0.05021,48.006,0,0,133.866,0,0,12
21.10.2019 23:30,0.05021,59.648,0,0,133.866,0,0,11.94
21.10.2019 23:45,0.05021,59.543,0,0,133.866,0,0,11.89
22.10.2019 00:00,0.06406,55.97,0,0,133.866,0,0,11.87
22.10.2019 00:15,0.06406,54.161,0,0,133.866,0,0,11.89
22.10.2019 00:30,0.06406,53.611,0,0,133.866,0,6,11.97
22.10.2019 00:45,0.06406,52.425,0,0,133.866,0.025,22,12.11
22.10.2019 01:00,0.06802,53.049,0,0,133.866,0.102,49,12.31
22.10.2019 01:15,0.06802,52.927,0,0,133.866,0.201,76,12.59
22.10.2019 01:30,0.06802,52.66,0,0,133.866,0.321,106,12.91
22.10.2019 01:45,0.06802,57.889,0,0,133.866,0.514,138,13.28
22.10.2019 02:00,0.06803,56.094,0,0,133.866,0.701,176,13.67
22.10.2019 02:15,0.06803,57.876,0,0,133.866,0.762,210,14.08
22.10.2019 02:30,0.06803,60.562,0,0,133.866,0.782,244,14.5
22.10.2019 02:45,0.06803,59.667,0,0,133.866,0.807,275,14.92
22.10.2019 03:00,0.05885,59.134,0,0,133.665,1.096,304,15.33
22.10.2019 03:15,0.05885,55.243,0,0,133.665,1.291,332,15.75
22.10.2019 03:30,0.05885,50.134,0,0,133.665,1.13,357,16.15
22.10.2019 03:45,0.05885,51.05,0,0,133.665,1.497,381,16.53
22.10.2019 04:00,0.05883,46.829,0,0,133.665,2.272,407,16.88
22.10.2019 04:15,0.05883,46.672,0,0,133.665,3.078,427,17.22
22.10.2019 04:30,0.05883,49.731,0,0,133.464,3.201,446,17.53
22.10.2019 04:45,0.05883,49.103,0,0,133.464,3.281,461,17.83
22.10.2019 05:00,0.05823,42.975,0,0,133.464,3.311,477,18.12
22.10.2019 05:15,0.05823,41.711,0,0,133.263,3.358,485,18.4
22.10.2019 05:30,0.05823,47.053,0,0,133.263,3.403,487,18.66
22.10.2019 05:45,0.05823,46.854,0,0,133.263,3.377,484,18.89
22.10.2019 06:00,0.0541,50.616,0,0,133.263,3.36,429,19.08
22.10.2019 06:15,0.0541,50.698,0,0,133.263,3.263,433,19.22
22.10.2019 06:30,0.0541,49.675,0,0,133.263,3.152,452,19.34
22.10.2019 06:45,0.0541,49.994,0,0,132.258,2.975,490,19.42
22.10.2019 07:00,0.05332,51.377,0,0,132.258,2.726,499,19.49
22.10.2019 07:15,0.05332,50.7,0,0,132.258,2.524,479,19.55
22.10.2019 07:30,0.05332,49.032,0,0,132.258,2.257,457,19.59
22.10.2019 07:45,0.05332,46.779,0,0,131.253,2.028,431,19.6
22.10.2019 08:00,0.05502,53.047,0,0,131.253,1.87,424,19.59
22.10.2019 08:15,0.05502,57.281,0,0,131.253,1.639,393,19.56
22.10.2019 08:30,0.05502,54.558,0,0,131.253,1.35,359,19.5
22.10.2019 08:45,0.05502,53.399,0,0,131.052,1.069,324,19.42
22.10.2019 09:00,0.0588,50.975,0,0,131.052,0.571,283,19.33
22.10.2019 09:15,0.0588,51.624,0,0,131.052,0.3,247,19.2
22.10.2019 09:30,0.0588,56.083,0,0,131.052,0.273,210,19
22.10.2019 09:45,0.0588,54.431,0,0,131.052,0.261,174,18.69
22.10.2019 10:00,0.0602,59.627,0,0,131.052,0.246,131,18.25
22.10.2019 10:15,0.0602,60.016,0,0,131.052,0.203,90,17.69
22.10.2019 10:30,0.0602,60.737,0,0,131.052,0.151,54,17.07
22.10.2019 10:45,0.0602,57.531,0,0,131.052,0.095,25,16.47
22.10.2019 11:00,0.06801,57.527,0,0,130.851,0.04,4,15.95
22.10.2019 11:15,0.06801,57.542,0,0,130.851,0.002,0,15.54
22.10.2019 11:30,0.06801,58.624,0,0,130.851,0,0,15.2
22.10.2019 11:45,0.06801,58.585,0,0,130.851,0,0,14.91
22.10.2019 12:00,0.06805,61.675,0,0,130.65,0,0,14.64
22.10.2019 12:15,0.06805,55.454,0,0,130.65,0,0,14.38
22.10.2019 12:30,0.06805,55.931,0,0,130.65,0,0,14.13
22.10.2019 12:45,0.06805,54.595,0,0,130.65,0,0,13.9
22.10.2019 13:00,0.07211,19.342,0,180,130.65,0,0,13.7
22.10.2019 13:15,0.07211,22.136,0,180,97.284,0,0,13.53
22.10.2019 13:30,0.07211,39.095,0,67.75328,63.516,0,0,13.37
22.10.2019 13:45,0.07211,70.135,67.28163265,0,47.838,0,0,13.22
22.10.2019 14:00,0.06801,82.966,131.2734694,0,61.506,0,0,13.07
22.10.2019 14:15,0.06801,71.287,75.48571429,0,88.239,0,0,12.92
22.10.2019 14:30,0.06801,47.824,0,32.29688,103.716,0,0,12.77
22.10.2019 14:45,0.06801,32.384,0,92.96672,97.284,0,0,12.64
22.10.2019 15:00,0.05882,50.446,0,0,77.184,0,0,12.52
22.10.2019 15:15,0.05882,50.125,11.49387755,0,76.782,0,0,12.42
22.10.2019 15:30,0.05882,52.33,13.13469388,0,78.993,0,0,12.32
22.10.2019 15:45,0.05882,48.913,4.110204082,0,81.807,0,0,12.22
22.10.2019 16:00,0.05882,46.529,0,0,82.611,0,0,12.1
22.10.2019 16:15,0.05882,50.21,0,0,82.611,0,0,11.97
22.10.2019 16:30,0.05882,46.727,0,0,82.611,0,0,11.85
22.10.2019 16:45,0.05882,46.117,0,0,82.611,0,0,11.75
22.10.2019 17:00,0.04634,46.941,0,0,82.611,0,0,11.68
22.10.2019 17:15,0.04634,46.723,0,0,82.41,0,0,11.67
22.10.2019 17:30,0.04634,45.755,0,0,82.41,0,0,11.69
22.10.2019 17:45,0.04634,45.763,0,0,82.41,0,0,11.74
22.10.2019 18:00,0.04275,44.899,0,0,82.41,0,0,11.82
22.10.2019 18:15,0.04275,45.297,0,0,82.41,0,0,11.9
22.10.2019 18:30,0.04275,46.24,0,0,82.41,0,0,11.98
22.10.2019 18:45,0.04275,46.634,0,0,82.41,0,0,12.04
22.10.2019 19:00,0.04005,46.433,0,0,82.41,0,0,12.05
22.10.2019 19:15,0.04005,47.592,0,0,82.41,0,0,12.02
22.10.2019 19:30,0.04005,45.631,0,0,82.41,0,0,11.95
22.10.2019 19:45,0.04005,44.684,0,0,82.41,0,0,11.86
22.10.2019 20:00,0.03494,44.706,0,0,82.209,0,0,12.72
22.10.2019 20:15,0.03494,45.643,0,0,82.209,0,0,12.65
22.10.2019 20:30,0.03494,46.012,0,0,82.209,0,0,12.57
22.10.2019 20:45,0.03494,44.121,0,0,82.209,0,0,12.48
22.10.2019 21:00,0.03191,72.607,134.2489796,0,82.209,0,0,12.38
22.10.2019 21:15,0.03191,68.956,180,0,107.937,0,0,12.29
22.10.2019 21:30,0.03191,50.049,180,0,130.047,0,0,12.19
22.10.2019 21:45,0.03191,45.106,120.0788419,0,133.866,0,0,12.11
22.10.2019 22:00,0.03758,46.617,104.7688196,0,133.866,0,0,12.05
22.10.2019 22:15,0.03758,45.515,104.7688196,0,133.866,0,0,12.02
22.10.2019 22:30,0.03758,43.077,104.7688196,0,133.866,0,0,11.99
22.10.2019 22:45,0.03758,45.067,104.7688196,0,133.866,0,0,11.96
22.10.2019 23:00,0.04469,46.433,0,0,133.866,0,0,11.91
22.10.2019 23:15,0.04469,49.287,104.7688196,0,133.866,0,0,11.85
22.10.2019 23:30,0.04469,56.447,104.7688196,0,133.866,0,0,11.77
22.10.2019 23:45,0.04469,51.34,104.7688196,0,133.866,0,0,11.69
23.10.2019 00:00,0.0502,58.473,0,0,133.866,0,0,11.61
23.10.2019 00:15,0.0502,58.768,0,0,133.866,0,0,11.56
23.10.2019 00:30,0.0502,54.428,0,0,133.866,0,5,11.56
23.10.2019 00:45,0.0502,55.711,0,0,133.866,0.015,21,11.65
23.10.2019 01:00,0.06394,56.417,0,0,133.866,0.058,48,11.85
23.10.2019 01:15,0.06394,55.053,0,0,133.866,0.113,76,12.17
23.10.2019 01:30,0.06394,57.649,0,0,133.866,0.201,109,12.58
23.10.2019 01:45,0.06394,58.082,0,0,133.866,0.257,145,13.05
23.10.2019 02:00,0.06396,58.115,0,0,133.866,0.348,191,13.55
23.10.2019 02:15,0.06396,60.873,0,0,133.866,0.44,231,14.05
23.10.2019 02:30,0.06396,59.525,0,0,133.866,0.516,270,14.54
23.10.2019 02:45,0.06396,56.2,0,0,133.866,0.579,307,14.99
23.10.2019 03:00,0.05884,55.05,0,0,133.866,0.733,329,15.38
23.10.2019 03:15,0.05884,55.243,0,0,133.866,0.837,361,15.7
23.10.2019 03:30,0.05884,54.024,0,0,133.866,0.789,395,15.98
23.10.2019 03:45,0.05884,55.661,0,0,133.866,0.926,430,16.23
23.10.2019 04:00,0.0504,48.655,0,0,133.866,0.948,466,16.47
23.10.2019 04:15,0.0504,49.082,0,0,133.866,1.583,489,16.71
23.10.2019 04:30,0.0504,47.329,0,0,133.866,2.861,510,16.94
23.10.2019 04:45,0.0504,47.693,0,0,133.866,3.466,526,17.16
23.10.2019 05:00,0.04705,46.42,0,0,133.866,3.461,549,17.36
23.10.2019 05:15,0.04705,43.66,0,0,133.665,3.443,559,17.55
23.10.2019 05:30,0.04705,43.877,0,0,133.665,3.417,564,17.73
23.10.2019 05:45,0.04705,47.386,0,0,133.665,3.43,567,17.89
23.10.2019 06:00,0.04677,47.489,0,0,133.665,3.366,567,18.06
23.10.2019 06:15,0.04677,48.363,105.5746102,0,133.665,3.085,561,18.21
23.10.2019 06:30,0.04677,46.017,105.5746102,0,133.866,3.121,551,18.36
23.10.2019 06:45,0.04677,53.936,104.7688196,0,133.866,3.059,537,18.49
23.10.2019 07:00,0.04903,50.668,0,0,133.866,2.736,522,18.61
23.10.2019 07:15,0.04903,50.863,104.7688196,0,133.866,2.566,501,18.7
23.10.2019 07:30,0.04903,48.142,104.7688196,0,133.866,2.2,477,18.76
23.10.2019 07:45,0.04903,48.955,104.7688196,0,133.866,2.047,450,18.78
23.10.2019 08:00,0.05041,47.391,0,0,133.866,1.881,420,18.76
23.10.2019 08:15,0.05041,42.094,104.7688196,0,133.866,1.661,388,18.69
23.10.2019 08:30,0.05041,46.521,104.7688196,0,133.866,1.378,355,18.58
23.10.2019 08:45,0.05041,50.961,104.7688196,0,133.866,1.078,320,18.43
23.10.2019 09:00,0.05104,50.265,0,0,133.866,0.507,279,18.25
23.10.2019 09:15,0.05104,48.542,104.7688196,0,133.866,0.303,243,18.03
23.10.2019 09:30,0.05104,48.43,104.7688196,0,133.866,0.26,206,17.74
23.10.2019 09:45,0.05104,47.929,104.7688196,0,133.866,0.252,170,17.36
23.10.2019 10:00,0.05347,49.624,0,0,133.866,0.23,128,16.87
23.10.2019 10:15,0.05347,51.275,104.7688196,0,133.866,0.19,86,16.3
23.10.2019 10:30,0.05347,56.782,104.7688196,0,133.866,0.143,50,15.73
23.10.2019 10:45,0.05347,61.134,104.7688196,0,133.866,0.089,22,15.26
23.10.2019 11:00,0.06396,59.178,0,0,133.866,0.032,2,14.97
23.10.2019 11:15,0.06396,59.691,0,0,133.866,0.001,0,14.87
23.10.2019 11:30,0.06396,60.509,0,0,133.866,0,0,14.9
23.10.2019 11:45,0.06396,60.394,0,0,133.866,0,0,14.99
23.10.2019 12:00,0.08735,23.105,0,180,133.866,0,0,15.09
23.10.2019 12:15,0.08735,24.112,0,180,100.701,0,0,15.14
23.10.2019 12:30,0.08735,37.011,0,81.14792,66.933,0,0,15.09
23.10.2019 12:45,0.08735,66.839,53.33469388,0,49.245,0,0,14.87
23.10.2019 13:00,0.07494,82.896,125.5306122,0,60.099,0,0,14.44
23.10.2019 13:15,0.07494,70.576,81.22857143,0,85.827,0,0,13.83
23.10.2019 13:30,0.07494,50.318,0,22.84184,102.309,0,0,13.17
23.10.2019 13:45,0.07494,35.058,0,87.45128,97.887,0,0,12.57
23.10.2019 14:00,0.05885,52.571,0,0,78.993,0,0,12.17
23.10.2019 14:15,0.05885,54.158,4.110204082,0,78.39,0,0,11.98
23.10.2019 14:30,0.05885,56.101,6.571428571,0,79.194,0,0,11.94
23.10.2019 14:45,0.05885,54.935,3.289795918,0,80.601,0,0,11.99
23.10.2019 15:00,0.0588,52.114,0,0,81.204,0,0,12.05
23.10.2019 15:15,0.0588,50.191,0,0,81.204,0,0,12.09
23.10.2019 15:30,0.0588,47.244,0,0,81.204,0,0,12.11
23.10.2019 15:45,0.0588,46.27,0,0,81.003,0,0,12.11
23.10.2019 16:00,0.04093,45.727,0,0,81.003,0,0,12.08
23.10.2019 16:15,0.04093,47.268,0,0,81.003,0,0,12.04
23.10.2019 16:30,0.04093,45.751,0,0,81.003,0,0,12.03
23.10.2019 16:45,0.04093,45.677,0,0,81.003,0,0,12.06
23.10.2019 17:00,0.03995,45.992,0,0,81.003,0,0,12.17
23.10.2019 17:15,0.03995,45.13,0,0,81.003,0,0,12.34
23.10.2019 17:30,0.03995,46.031,0,0,81.003,0,0,12.49
23.10.2019 17:45,0.03995,44.265,0,0,81.003,0,0,12.55
23.10.2019 18:00,0.04508,44.911,0,0,81.003,0,0,12.44
23.10.2019 18:15,0.04508,46.461,0,0,81.003,0,0,12.18
23.10.2019 18:30,0.04508,46.304,0,0,81.003,0,0,11.84
23.10.2019 18:45,0.04508,45.936,0,0,81.003,0,0,11.5
23.10.2019 19:00,0.04395,45.866,0,0,80.802,0,0,11.24
23.10.2019 19:15,0.04395,45.976,0,0,80.802,0,0,11.09
23.10.2019 19:30,0.04395,43.693,0,0,80.802,0,0,11.02
23.10.2019 19:45,0.04395,45.778,0,0,80.802,0,0,11
23.10.2019 20:00,0.03834,46.939,0,0,80.802,0,0,12.6
23.10.2019 20:15,0.03834,45.791,0,0,80.802,0,0,12.45
23.10.2019 20:30,0.03834,44.951,0,0,80.601,0,0,12.31
23.10.2019 20:45,0.03834,43.823,0,0,80.601,0,0,12.2
23.10.2019 21:00,0.03593,74.986,180,0,80.601,0,0,12.14
23.10.2019 21:15,0.03593,72.67,180,0,107.736,0,0,12.12
23.10.2019 21:30,0.03593,51.548,180,0,130.65,0,0,12.12
23.10.2019 21:45,0.03593,48.45,117.6614699,0,133.866,0,0,12.11
23.10.2019 22:00,0.04292,50.474,104.7688196,0,133.866,0,0,12.07
23.10.2019 22:15,0.04292,47.897,104.7688196,0,133.866,0,0,12
23.10.2019 22:30,0.04292,48.7,104.7688196,0,133.866,0,0,11.9
23.10.2019 22:45,0.04292,50.123,104.7688196,0,133.866,0,0,11.78
23.10.2019 23:00,0.06111,47.777,0,0,133.866,0,0,11.65
23.10.2019 23:15,0.06111,48.021,0,0,133.866,0,0,11.54
23.10.2019 23:30,0.06111,65.286,0,0,133.866,0,0,11.46
23.10.2019 23:45,0.06111,58.116,0,0,133.866,0,0,11.46
24.10.2019 00:00,0.08558,61.705,0,0,133.866,0,0,11.57
24.10.2019 00:15,0.08558,58.343,0,0,133.866,0,0,11.8
24.10.2019 00:30,0.08558,57.053,0,0,133.866,0.005,3,12.11
24.10.2019 00:45,0.08558,58.253,0,0,133.866,0.059,18,12.49
24.10.2019 01:00,0.08645,22.8,0,180,133.866,0.117,44,12.89
24.10.2019 01:15,0.08645,28.043,0,180,100.701,0.164,71,13.31
24.10.2019 01:30,0.08645,40.005,0,81.14792,67.134,0.289,100,13.73
24.10.2019 01:45,0.08645,70.902,52.51428571,0,48.24,0.441,130,14.14
24.10.2019 02:00,0.08583,89.884,129.6326531,0,58.893,0.781,167,14.51
24.10.2019 02:15,0.08583,81.767,86.15102041,0,85.425,1.102,200,14.86
24.10.2019 02:30,0.08583,57.412,0,21.266,102.912,1.05,232,15.18
24.10.2019 02:45,0.08583,40.224,0,89.81504,98.691,1.106,262,15.46
24.10.2019 03:00,0.06703,57.514,0,0,79.395,1.38,292,15.72
24.10.2019 03:15,0.06703,55.138,2.469387755,0,78.993,1.629,319,15.96
24.10.2019 03:30,0.06703,0,4.110204082,0,79.395,0.05,343,16.17
24.10.2019 03:45,0.06703,12441444.99,2.469387755,0,79.395,1.31,366,16.35
24.10.2019 04:00,0.07601,45.446,2.469387755,0,76.38,2.352,389,16.53
24.10.2019 04:15,0.07601,46.868,14.7755102,0,76.983,2.728,407,16.68
24.10.2019 04:30,0.07601,50.976,12.31428571,0,79.998,2.638,421,16.82
24.10.2019 04:45,0.07601,45.541,0.008163265,0,82.41,3.232,431,16.94
24.10.2019 05:00,0.05983,47.064,0,0,82.41,2.896,428,17.04
24.10.2019 05:15,0.05983,42.59,0,0,82.41,3.244,433,17.13
24.10.2019 05:30,0.05983,41.763,0,0,82.41,3.29,438,17.21
24.10.2019 05:45,0.05983,39.642,0,0,82.41,3.318,445,17.28
24.10.2019 06:00,0.05984,38.265,0,0,82.41,3.274,459,17.33
24.10.2019 06:15,0.05984,40.094,0,0,82.209,3.19,463,17.38
24.10.2019 06:30,0.05984,44.282,0,0,82.209,3.08,464,17.43
24.10.2019 06:45,0.05984,43.211,0,0,82.209,2.926,461,17.47
24.10.2019 07:00,0.06093,40.875,0,0,82.209,2.663,452,17.5
24.10.2019 07:15,0.06093,41.202,0,0,82.008,2.468,440,17.53
24.10.2019 07:30,0.06093,40.379,0,0,82.008,2.201,423,17.55
24.10.2019 07:45,0.06093,42.071,0,0,82.008,2.003,402,17.56
24.10.2019 08:00,0.06098,44.196,0,0,82.008,1.86,377,17.56
24.10.2019 08:15,0.06098,46.861,0,0,82.008,1.609,350,17.55
24.10.2019 08:30,0.06098,54.177,0,0,82.008,1.288,321,17.53
24.10.2019 08:45,0.06098,53.461,0,0,82.008,1.024,291,17.5
24.10.2019 09:00,0.0609,55.835,0,0,82.008,0.595,264,17.45
24.10.2019 09:15,0.0609,54.413,0,0,81.807,0.334,229,17.38
24.10.2019 09:30,0.0609,53.165,0,0,81.807,0.295,192,17.24
24.10.2019 09:45,0.0609,54.82,0,0,81.807,0.255,154,17.01
24.10.2019 10:00,0.06274,56.944,0,0,81.807,0.226,119,16.65
24.10.2019 10:15,0.06274,60.593,0,0,81.807,0.184,82,16.17
24.10.2019 10:30,0.06274,59.981,0,0,81.606,0.131,48,15.63
24.10.2019 10:45,0.06274,62.554,0,0,81.606,0.083,20,15.09
24.10.2019 11:00,0.06494,61.109,0,0,81.606,0.03,1,14.58
24.10.2019 11:15,0.06494,65.242,0,0,81.606,0,0,14.16
24.10.2019 11:30,0.06494,67.488,0,0,81.606,0,0,13.84
24.10.2019 11:45,0.06494,63.344,0,0,81.606,0,0,13.62
24.10.2019 12:00,0.06497,66.751,0,0,81.606,0,0,13.53
24.10.2019 12:15,0.06497,65.603,0,0,81.606,0,0,13.54
24.10.2019 12:30,0.06497,66.372,0,0,81.606,0,0,13.61
24.10.2019 12:45,0.06497,62.418,0,0,81.606,0,0,13.69
24.10.2019 13:00,0.06496,60.625,0,0,81.405,0,0,13.73
24.10.2019 13:15,0.06496,63.46,0,0,81.405,0,0,13.72
24.10.2019 13:30,0.06496,60.53,0,0,81.405,0,0,13.67
24.10.2019 13:45,0.06496,59.305,0,0,81.405,0,0,13.62
24.10.2019 14:00,0.05987,57.55,0,0,81.405,0,0,13.57
24.10.2019 14:15,0.05987,58.573,0,0,81.405,0,0,13.53
24.10.2019 14:30,0.05987,58.904,0,0,81.405,0,0,13.48
24.10.2019 14:45,0.05987,58.925,0,0,81.405,0,0,13.4
24.10.2019 15:00,0.05984,58.257,0,0,81.405,0,0,13.26
24.10.2019 15:15,0.05984,55.902,0,0,81.204,0,0,13.08
24.10.2019 15:30,0.05984,54.868,0,0,81.204,0,0,12.87
24.10.2019 15:45,0.05984,51.215,0,0,81.204,0,0,12.68
24.10.2019 16:00,0.04199,51.645,0,0,81.204,0,0,12.53
